StudentID,Age,Gender,Ethnicity,ParentalEducation,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Age_Category,,
1056,18,0,0,1,25,0,2,0,1,0,0,0.802769539,4,Teen,,
1057,18,1,0,4,20,0,2,0,1,1,0,1.342387178,4,Teen,,
1058,15,0,0,4,29,0,3,1,0,0,0,0.286571288,4,Teen,,
1059,17,0,0,1,9,1,3,0,1,0,0,2.613838694,2,Teen,,
1060,15,1,3,0,23,0,3,0,1,0,0,0.929012555,4,Teen,,
1061,17,1,1,1,10,0,0,1,0,1,0,1.892758696,4,Teen,,
1062,17,0,0,1,12,0,2,0,0,1,0,2.331261549,3,Teen,,
1063,15,0,1,3,11,0,3,0,1,0,0,2.234238473,3,Teen,,
1064,15,0,0,1,8,0,2,0,1,0,0,2.385828219,3,Teen,,
1065,17,0,0,2,3,1,4,0,0,0,0,3.347356744,1,Teen,,
1066,16,0,1,1,6,1,3,1,0,0,0,3.261855307,1,Teen,,
1067,18,0,0,4,23,0,3,0,1,0,0,1.039623879,4,Teen,,
1068,15,1,0,1,28,0,0,0,1,0,0,0.027818625,4,Teen,,
1069,18,1,3,2,21,1,3,0,0,1,0,1.329964538,4,Teen,,
1070,16,1,2,1,1,0,4,0,0,1,0,3.283916522,1,Teen,,
1071,16,0,1,2,6,0,2,1,0,0,0,2.937454182,2,Teen,,
1072,16,1,1,1,28,0,3,0,0,1,1,0.738868203,4,Teen,,
1073,15,0,1,1,8,0,2,1,1,0,0,2.556801663,2,Teen,,
1074,16,0,0,3,4,1,2,0,0,0,0,3.300928569,1,Teen,,
1075,15,1,0,3,14,0,3,1,0,1,0,2.200682947,3,Teen,,
1076,16,0,0,3,17,0,3,0,1,0,0,1.855865573,4,Teen,,
1077,18,0,0,2,3,0,3,0,0,0,0,2.734401494,2,Teen,,
1078,18,1,1,3,18,1,1,1,1,0,0,2.131737297,3,Teen,,
1079,17,1,0,0,19,0,1,0,0,0,0,0.979769911,4,Teen,,
1080,18,1,3,1,25,0,3,0,1,0,0,0.994325024,4,Teen,,
1081,17,0,3,1,6,0,1,0,1,0,0,2.074699977,3,Teen,,
1082,18,1,2,2,25,0,2,0,0,0,0,0.500508036,4,Teen,,
1083,15,1,1,1,7,0,0,1,1,0,0,2.532438418,2,Teen,,
1084,18,0,2,1,16,0,1,0,1,0,0,1.463378036,4,Teen,,
1085,17,1,0,2,12,0,3,1,1,0,0,2.342836773,3,Teen,,
1086,17,1,2,3,23,0,3,0,0,0,0,1.158846334,4,Teen,,
1087,16,1,0,1,20,1,1,1,0,1,1,1.523748745,4,Teen,,
1088,15,0,2,1,27,0,1,0,0,1,0,0,4,Teen,,
1089,18,0,0,1,22,0,0,1,0,1,0,1.058622014,4,Teen,,
1090,16,0,2,1,10,0,2,0,0,1,1,2.229740184,3,Teen,,
1091,18,0,3,1,26,0,1,0,0,0,1,0.194743281,4,Teen,,
1092,18,1,0,2,0,0,2,1,1,0,0,3.506920071,0,Teen,,
1093,16,0,0,2,1,1,3,0,0,0,0,3.552286943,0,Teen,,
1094,16,0,3,2,16,1,3,0,1,0,0,2.238491354,3,Teen,,
1095,16,1,0,1,4,0,1,1,1,0,0,2.708472344,2,Teen,,
1096,16,1,2,3,29,0,3,0,0,0,1,0.732908234,4,Teen,,
1097,16,1,1,1,29,0,4,0,0,1,0,0.965482445,4,Teen,,
1098,18,0,0,2,5,0,2,0,1,0,0,2.55523286,2,Teen,,
1099,16,0,0,3,25,0,2,1,0,1,1,0.7443223,4,Teen,,
1100,15,0,0,1,24,0,2,0,0,0,0,0.722056581,4,Teen,,
1101,17,1,2,1,23,1,1,1,1,0,1,1.27122953,4,Teen,,
1102,16,1,0,3,6,0,3,1,0,1,1,2.526142141,2,Teen,,
1103,16,0,1,1,27,0,3,1,1,0,0,0.942415395,4,Teen,,
1104,18,1,0,2,20,1,2,0,1,0,0,1.515639098,4,Teen,,
1105,16,1,1,0,29,0,3,1,0,0,0,0.648273927,4,Teen,,
1106,16,1,2,2,14,0,3,0,1,1,1,2.048850082,3,Teen,,
1107,16,0,3,1,18,0,0,1,0,0,1,0.842295999,4,Teen,,
1108,18,1,0,0,15,0,1,0,1,0,0,1.464187924,4,Teen,,
1109,16,1,2,2,24,1,3,1,1,0,0,1.487946865,4,Teen,,
1110,17,0,2,1,12,1,4,0,0,0,0,2.587565796,2,Teen,,
1111,18,0,1,1,4,1,3,0,0,0,0,3.220806978,1,Teen,,
1112,17,1,3,0,2,1,4,0,0,1,0,3.545159432,0,Teen,,
1113,18,1,0,1,2,0,2,0,0,0,0,3.089598953,1,Teen,,
1114,16,0,0,1,18,1,1,0,1,1,0,1.91995644,4,Teen,,
1115,17,0,2,0,13,1,2,0,0,0,0,2.198593185,3,Teen,,
1116,18,1,0,3,15,0,0,0,0,0,1,0.878212617,4,Teen,,
1117,15,1,2,0,21,0,3,1,0,1,0,1.340368648,4,Teen,,
1118,16,1,2,2,16,0,4,0,0,0,0,1.819511336,4,Teen,,
1119,18,1,0,1,26,0,3,0,1,0,0,0.619350931,4,Teen,,
1120,15,0,2,1,3,0,2,1,0,1,1,3.61946087,0,Teen,,
1121,18,1,0,3,12,1,1,1,1,0,0,2.174902796,3,Teen,,
1122,15,1,1,1,7,1,1,0,1,1,0,2.974406015,2,Teen,,
1123,16,0,1,4,18,0,2,0,0,0,0,0.980735844,4,Teen,,
1124,17,1,3,1,4,0,3,0,0,0,0,3.101673809,1,Teen,,
1125,15,0,0,2,1,1,2,1,0,1,0,3.498257342,1,Teen,,
1126,18,1,0,2,14,0,4,1,0,0,0,2.590553445,2,Teen,,
1127,16,1,1,3,1,0,3,1,0,0,0,3.535003758,0,Teen,,
1128,15,0,2,2,10,1,1,0,1,0,0,2.819921745,2,Teen,,
1129,18,0,1,2,12,1,1,1,1,0,0,2.016596775,3,Teen,,
1130,18,1,0,1,22,1,3,0,0,0,0,1.371185039,4,Teen,,
1131,18,1,0,1,9,0,1,0,0,0,0,2.104795588,3,Teen,,
1132,15,1,0,3,2,0,3,0,0,0,0,3.030439089,1,Teen,,
1133,15,0,2,1,4,1,2,0,1,0,0,3.582421872,0,Teen,,
1134,15,1,0,1,2,0,1,1,0,0,0,2.426546706,3,Teen,,
1135,17,0,0,2,5,1,2,1,0,0,0,3.16143627,1,Teen,,
1136,15,0,3,1,12,0,2,1,0,0,0,2.12263853,3,Teen,,
1137,15,1,0,4,9,0,3,0,1,0,0,2.204860581,3,Teen,,
1138,15,0,3,2,18,0,0,1,0,1,1,1.1829875,4,Teen,,
1139,17,1,1,2,7,0,3,1,0,0,0,2.738795716,2,Teen,,
1140,15,1,2,3,17,1,3,0,0,0,0,2.237901301,3,Teen,,
1141,18,1,0,0,2,0,3,1,0,0,0,3.139481546,1,Teen,,
1142,15,1,0,1,23,1,0,1,1,0,0,1.046044771,4,Teen,,
1143,18,1,2,2,23,1,3,0,0,0,0,0.816458245,4,Teen,,
1144,18,0,2,1,16,0,2,1,0,1,0,2.033544621,3,Teen,,
1145,18,0,2,2,7,1,2,1,1,0,0,2.432078523,3,Teen,,
1146,17,1,0,3,9,0,3,1,0,0,0,2.65977132,2,Teen,,
1147,17,1,2,2,1,1,2,1,0,0,1,3.58888794,0,Teen,,
1148,17,0,2,1,11,0,3,0,1,0,0,2.314587628,3,Teen,,
1149,15,0,1,4,22,0,1,1,1,0,1,1.00722582,4,Teen,,
1150,18,0,2,2,5,0,3,1,0,0,0,2.881612321,2,Teen,,
1151,17,0,2,2,1,0,1,0,1,1,0,2.804504929,2,Teen,,
1152,17,1,1,1,20,1,3,0,1,0,0,1.762921124,4,Teen,,
1153,15,1,0,3,22,0,4,1,0,0,1,1.119911263,4,Teen,,
1154,17,0,0,2,23,0,2,0,0,0,0,1.030657506,4,Teen,,
1155,15,1,0,2,2,0,2,1,0,0,0,3.075619354,1,Teen,,
1156,16,0,0,3,16,1,3,1,1,0,0,2.631434065,2,Teen,,
1157,17,1,0,1,28,0,0,0,1,1,1,0.503066907,4,Teen,,
1158,16,0,0,2,6,0,2,0,0,0,0,2.784237837,2,Teen,,
1159,15,1,0,3,28,0,2,0,0,0,0,0.247626765,4,Teen,,
1160,18,0,0,1,20,0,3,0,0,0,1,1.18954877,4,Teen,,
1161,17,0,2,2,4,1,3,1,0,0,1,3.375994009,1,Teen,,
1162,15,1,3,3,22,1,3,0,0,0,0,1.293573556,4,Teen,,
1163,18,0,0,2,0,1,3,0,0,1,1,3.718586904,0,Teen,,
1164,18,1,3,2,7,0,3,1,0,0,0,2.670559615,2,Teen,,
1165,16,1,1,3,11,1,2,1,0,0,0,2.369648013,3,Teen,,
1166,15,0,0,3,13,0,2,0,1,0,0,1.62448682,4,Teen,,
1167,18,1,0,1,15,1,2,1,1,0,0,2.537476828,2,Teen,,
1168,17,1,1,0,9,0,4,0,1,0,0,2.298417929,3,Teen,,
1169,17,1,2,2,14,0,3,1,0,0,0,2.25980415,3,Teen,,
1170,16,1,2,2,20,0,2,0,1,0,0,1.321343301,4,Teen,,
1171,18,1,0,2,23,0,3,0,1,0,0,0.949974228,4,Teen,,
1172,15,0,0,2,25,0,2,1,0,0,1,0.818786616,4,Teen,,
1173,17,1,0,1,14,1,3,0,0,0,0,2.339224513,3,Teen,,
1174,18,1,0,2,9,0,2,0,1,0,0,2.682776288,2,Teen,,
1175,18,1,0,1,20,1,1,1,0,0,0,1.543837471,4,Teen,,
1176,16,1,0,2,27,0,3,1,0,0,0,0.196901105,4,Teen,,
1177,17,1,2,2,6,0,3,0,0,0,0,2.748610257,2,Teen,,
1178,17,0,3,1,25,1,2,1,0,1,0,1.104893788,4,Teen,,
1179,15,1,0,1,2,0,2,1,0,0,0,2.553439811,2,Teen,,
1180,17,0,3,2,1,0,3,1,0,0,1,3.274233459,1,Teen,,
1181,15,0,0,2,5,1,3,0,0,0,0,3.186060378,1,Teen,,
1182,17,0,0,1,20,0,3,1,0,0,0,1.72211575,4,Teen,,
1183,16,0,0,4,8,0,2,1,1,0,0,2.338046358,3,Teen,,
1184,17,1,1,2,9,1,4,1,1,0,0,3.273998748,1,Teen,,
1185,15,0,3,4,3,0,3,0,0,0,0,2.993502391,2,Teen,,
1186,15,0,1,2,26,1,3,1,0,0,0,0.896397899,4,Teen,,
1187,16,1,0,2,2,0,3,0,0,0,0,2.961055259,2,Teen,,
1188,17,1,1,3,8,0,1,1,0,0,0,2.674351095,2,Teen,,
1189,17,1,0,2,23,0,0,1,1,0,0,1.217873151,4,Teen,,
1190,16,0,2,2,21,1,3,0,0,0,0,1.36559111,4,Teen,,
1191,17,1,1,1,16,0,2,0,0,0,1,1.522274845,4,Teen,,
1192,17,1,0,2,13,1,3,0,0,0,0,2.231402397,3,Teen,,
1193,15,0,1,1,9,0,2,1,0,0,0,2.135266355,3,Teen,,
1194,17,1,1,1,12,0,2,0,0,0,0,2.255698915,3,Teen,,
1195,17,1,0,0,11,1,1,1,0,1,0,2.751145788,2,Teen,,
1196,16,1,1,0,26,0,3,1,1,0,0,0.897634159,4,Teen,,
1197,16,1,0,4,0,0,1,1,0,0,1,3.117354435,1,Teen,,
1198,18,0,2,1,27,0,3,1,0,1,0,1.287595131,4,Teen,,
1199,15,1,2,2,21,0,2,0,0,0,0,0.571053098,4,Teen,,
1200,17,1,2,3,28,0,3,1,0,0,0,0.581355799,4,Teen,,
1201,17,0,1,2,18,0,1,0,0,1,0,1.643462404,4,Teen,,
1202,18,1,1,1,18,0,1,0,0,0,0,1.234844041,4,Teen,,
1203,17,0,0,2,5,0,3,0,1,0,1,2.96809362,2,Teen,,
1204,15,1,2,2,12,0,2,1,0,0,0,2.00929848,3,Teen,,
1205,18,0,0,2,18,0,1,1,0,0,0,1.146086034,4,Teen,,
1206,15,0,0,2,12,1,4,0,0,0,0,2.192363198,3,Teen,,
1207,18,0,0,4,26,1,1,1,0,0,0,0.945730873,4,Teen,,
1208,18,0,0,2,25,0,2,1,0,0,0,0.567250028,4,Teen,,
1209,16,1,1,1,21,0,1,0,0,0,0,0.970764347,4,Teen,,
1210,15,0,0,2,20,1,2,1,0,1,1,1.656060126,4,Teen,,
1211,17,1,2,0,3,0,2,0,0,1,0,2.839313249,2,Teen,,
1212,17,0,0,3,23,0,1,0,0,1,1,0.18981806,4,Teen,,
1213,15,0,0,1,1,0,3,1,0,0,0,3.258294685,1,Teen,,
1214,17,0,1,1,14,1,2,0,0,0,0,1.920055853,4,Teen,,
1215,17,1,0,3,11,0,3,0,0,0,0,2.021771494,3,Teen,,
1216,15,0,0,2,29,1,1,1,0,0,0,0.125933075,4,Teen,,
1217,18,1,2,1,26,1,2,1,0,0,0,1.287013412,4,Teen,,
1218,15,1,0,2,6,0,0,1,0,1,0,2.591426703,2,Teen,,
1219,18,1,2,3,19,1,3,0,0,0,0,1.463379649,4,Teen,,
1220,17,1,0,1,17,0,3,0,0,0,0,1.465549386,4,Teen,,
1221,17,1,0,3,22,0,3,1,1,0,1,1.710466838,4,Teen,,
1222,17,1,2,0,12,0,2,0,1,0,1,2.288505685,3,Teen,,
1223,16,1,0,2,16,0,3,0,0,1,0,1.960968849,4,Teen,,
1224,18,1,0,3,3,0,3,0,0,0,0,2.621623326,2,Teen,,
1225,16,1,0,1,24,0,0,1,0,0,0,0.768316386,4,Teen,,
1226,16,0,0,2,13,0,1,0,0,1,0,1.806406345,4,Teen,,
1227,15,0,2,1,19,0,2,0,0,0,0,0.881866353,4,Teen,,
1228,16,0,0,2,27,0,3,0,1,0,0,0.817068221,4,Teen,,
1229,15,0,2,2,12,1,0,0,0,0,0,1.446132528,4,Teen,,
1230,15,0,2,2,2,0,3,0,1,0,0,3.339094362,1,Teen,,
1231,16,1,0,1,25,0,2,0,0,0,0,0.819625478,4,Teen,,
1232,18,1,3,1,25,0,2,0,0,0,0,0.676817973,4,Teen,,
1233,18,1,0,0,17,0,1,0,1,0,1,1.389544874,4,Teen,,
1234,18,1,3,1,13,0,2,0,1,0,1,1.991508414,4,Teen,,
1235,18,1,0,2,14,0,0,0,1,0,0,1.63986755,4,Teen,,
1236,18,1,1,3,2,0,0,0,1,0,0,2.511743021,2,Teen,,
1237,16,1,0,2,0,0,3,0,0,1,0,2.98391995,2,Teen,,
1238,16,0,0,2,25,1,2,0,0,1,0,1.258654854,4,Teen,,
1239,17,0,1,4,23,1,2,0,0,0,0,1.417929927,4,Teen,,
1240,18,0,2,2,16,0,1,1,0,1,0,1.597016572,4,Teen,,
1241,16,0,0,3,2,1,2,0,1,0,0,3.088699868,1,Teen,,
1242,17,1,0,2,13,0,0,1,1,0,0,1.641341443,4,Teen,,
1243,18,1,2,1,2,0,2,0,1,0,0,2.586870656,2,Teen,,
1244,15,1,1,0,12,1,2,0,0,0,0,2.389032645,3,Teen,,
1245,17,0,3,2,14,0,2,1,0,0,0,1.8981464,4,Teen,,
1246,16,1,2,1,17,0,4,0,1,0,0,2.110487975,3,Teen,,
1247,15,1,3,1,13,0,2,0,0,0,0,1.700273589,4,Teen,,
1248,15,1,2,2,20,0,2,1,0,0,0,1.044499995,4,Teen,,
1249,15,0,0,2,25,0,2,0,1,0,0,1.194166134,4,Teen,,
1250,17,1,0,2,2,0,1,0,0,1,0,2.649136828,2,Teen,,
1251,16,0,2,1,18,0,3,0,1,0,0,1.234141389,4,Teen,,
1252,15,0,1,1,7,0,2,1,0,0,0,2.127408866,3,Teen,,
1253,18,0,0,2,3,1,1,1,0,0,0,2.913887649,2,Teen,,
1254,15,0,0,4,3,0,3,0,0,0,1,3.119393913,1,Teen,,
1255,15,1,3,2,18,1,0,0,0,0,0,1.036378738,4,Teen,,
1256,17,0,1,3,10,0,4,1,0,0,1,2.403284547,3,Teen,,
1257,17,0,0,2,0,1,3,0,0,0,0,3.156508064,1,Teen,,
1258,16,1,0,2,7,1,2,0,1,1,0,2.723471859,2,Teen,,
1259,18,1,0,1,14,0,1,1,1,0,0,1.530951146,4,Teen,,
1260,17,0,0,2,0,0,1,0,0,0,0,3.468581349,1,Teen,,
1261,15,1,0,2,6,0,1,1,0,0,0,2.302032044,3,Teen,,
1262,16,0,0,2,20,1,1,1,0,0,0,1.265677909,4,Teen,,
1263,15,0,2,2,19,0,2,1,1,0,1,1.479602228,4,Teen,,
1264,15,0,0,2,19,0,4,0,0,1,1,1.445076719,4,Teen,,
1265,17,0,2,1,23,0,2,0,0,0,0,0.80943381,4,Teen,,
1266,16,1,2,2,10,1,3,0,0,0,0,2.15023327,3,Teen,,
1267,18,0,0,1,26,0,3,0,0,0,0,0.559143716,4,Teen,,
1268,18,1,1,3,28,0,3,0,0,0,0,0.580788485,4,Teen,,
1269,17,1,0,1,13,0,0,0,1,1,1,1.602089196,4,Teen,,
1270,17,1,2,0,21,1,2,0,1,0,0,1.002798364,4,Teen,,
1271,16,1,0,2,15,0,3,0,0,0,0,1.663063453,4,Teen,,
1272,18,0,1,2,13,0,3,0,0,0,1,1.53154646,4,Teen,,
1273,18,1,1,2,11,0,4,0,0,0,0,2.205842147,3,Teen,,
1274,18,0,0,1,16,0,3,0,0,0,1,1.155338561,4,Teen,,
1275,15,1,0,2,13,1,1,0,0,0,0,2.15375834,3,Teen,,
1276,18,1,1,1,9,0,2,1,0,0,1,2.592786686,2,Teen,,
1277,15,0,2,3,23,0,0,1,1,0,0,0.912330507,4,Teen,,
1278,16,0,0,3,28,1,3,0,0,0,0,0.695630933,4,Teen,,
1279,15,0,1,2,13,1,2,0,0,0,0,2.139619891,3,Teen,,
1280,16,1,0,1,17,0,3,0,0,0,0,1.550449331,4,Teen,,
1281,18,1,2,2,21,0,4,0,0,0,1,1.5475367,4,Teen,,
1282,18,0,0,0,8,1,3,0,0,1,0,2.966548034,2,Teen,,
1283,16,0,2,2,16,0,2,1,0,0,1,1.633679371,4,Teen,,
1284,17,0,0,1,5,1,1,0,0,0,0,2.33254032,3,Teen,,
1285,16,0,0,3,7,1,3,1,1,1,0,3.270262309,1,Teen,,
1286,17,1,0,0,25,0,1,0,0,0,0,0.346470593,4,Teen,,
1287,15,0,0,2,12,1,1,0,0,0,0,1.894904336,4,Teen,,
1288,15,0,1,2,17,0,1,0,0,0,0,1.456742601,4,Teen,,
1289,15,0,0,2,4,0,2,1,0,0,0,2.553723151,2,Teen,,
1290,18,0,2,0,5,0,1,0,0,0,0,2.224197461,3,Teen,,
1291,15,1,0,4,20,1,4,0,1,1,0,1.847600418,4,Teen,,
1292,17,0,0,2,18,0,4,1,0,0,0,1.849760707,4,Teen,,
1293,15,1,0,2,3,0,4,0,0,1,0,3.268794216,1,Teen,,
1294,16,0,0,1,6,1,0,0,0,0,1,2.546516637,2,Teen,,
1295,16,0,0,2,3,0,4,0,0,0,0,3.101229221,1,Teen,,
1296,18,1,0,2,24,0,4,0,0,1,0,0.655954078,4,Teen,,
1297,16,0,0,0,10,1,4,0,1,0,0,3.088512306,1,Teen,,
1298,17,1,0,1,11,1,3,0,0,0,0,1.992559805,4,Teen,,
1299,15,1,1,3,13,1,3,0,1,0,0,2.605247446,2,Teen,,
1300,18,0,1,1,12,1,1,0,0,0,0,1.733972454,4,Teen,,
1301,15,1,0,1,28,0,3,1,0,0,0,1.113848788,4,Teen,,
1302,15,1,0,2,9,0,0,1,0,0,0,1.649250252,4,Teen,,
1303,17,1,3,2,17,0,2,0,0,0,0,1.33755498,4,Teen,,
1304,16,1,1,0,15,0,4,0,0,0,0,1.984659919,4,Teen,,
1305,16,1,1,2,4,0,2,0,1,1,0,3.060881656,1,Teen,,
1306,15,1,0,1,7,1,1,0,0,0,0,2.392897358,3,Teen,,
1307,18,1,2,0,13,0,4,0,0,0,0,2.08379699,3,Teen,,
1308,16,1,2,0,4,0,4,0,1,0,1,3.645738049,0,Teen,,
1309,18,0,1,3,25,0,1,1,0,0,0,0.322286082,4,Teen,,
1310,16,0,3,1,27,0,3,0,1,0,0,1.129514334,4,Teen,,
1311,18,1,0,0,23,0,2,1,0,0,0,0.630756944,4,Teen,,
1312,17,0,0,2,7,0,2,0,0,1,1,3.157229639,1,Teen,,
1313,18,1,2,3,24,0,1,0,0,0,0,0.680087787,4,Teen,,
1314,17,1,2,1,25,0,0,0,0,0,0,0.796359848,4,Teen,,
1315,17,0,0,2,5,1,1,0,1,0,0,2.844039215,2,Teen,,
1316,18,1,0,0,15,1,0,0,1,0,0,1.253451854,4,Teen,,
1317,17,1,0,2,27,0,4,0,0,0,0,0.534508881,4,Teen,,
1318,15,1,0,2,3,1,3,1,0,0,0,3.191046118,1,Teen,,
1319,17,1,2,2,11,0,3,0,0,1,0,2.815421275,2,Teen,,
1320,16,0,1,1,10,0,3,0,0,0,0,2.157122303,3,Teen,,
1321,18,1,0,1,2,0,1,1,0,0,0,2.72382806,2,Teen,,
1322,15,1,0,1,11,0,4,1,0,0,0,2.627693906,2,Teen,,
1323,18,1,0,1,29,1,3,1,1,0,0,0.912415621,4,Teen,,
1324,16,0,0,0,4,0,2,0,0,0,0,2.609623082,2,Teen,,
1325,16,1,1,2,5,1,1,0,1,0,0,2.981992255,2,Teen,,
1326,16,0,3,4,18,0,3,0,0,0,0,1.625082774,4,Teen,,
1327,17,0,2,4,17,0,3,0,1,0,0,1.361698418,4,Teen,,
1328,17,1,0,3,15,1,3,0,0,0,0,1.916961896,4,Teen,,
1329,18,1,2,2,22,0,0,0,0,0,0,1.011253195,4,Teen,,
1330,18,0,2,2,10,0,1,1,1,0,0,2.332159041,3,Teen,,
1331,15,1,2,1,4,0,2,1,1,1,0,3.387938348,1,Teen,,
1332,15,0,0,2,8,0,3,0,1,0,0,2.384690791,3,Teen,,
1333,18,0,0,2,2,0,0,0,0,0,0,2.780816996,2,Teen,,
1334,17,1,0,2,29,0,2,0,1,0,1,0.534835754,4,Teen,,
1335,16,1,0,2,7,0,2,0,0,0,0,2.542214349,2,Teen,,
1336,18,0,0,1,5,0,3,0,0,0,0,3.007129067,1,Teen,,
1337,15,0,0,1,3,0,2,1,0,0,0,2.985809814,2,Teen,,
1338,17,0,0,3,11,0,2,0,1,0,0,1.949306057,4,Teen,,
1339,18,0,2,0,11,0,3,0,0,0,0,2.147845196,3,Teen,,
1340,18,1,0,2,24,0,4,0,0,0,1,1.175768025,4,Teen,,
1341,17,1,0,3,20,0,1,1,0,0,0,1.400363254,4,Teen,,
1342,18,1,3,2,15,0,1,1,0,1,0,1.755544023,4,Teen,,
1343,17,1,3,2,9,0,4,1,0,1,0,2.900096239,2,Teen,,
1344,16,1,2,1,21,0,2,0,0,0,0,1.033459491,4,Teen,,
